"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IQCN",2.22543028001618,2.23354772651949,4.31135511653105,0.168958029734796,0.681039504570835,1
"IQSEC3",2.34514209234818,-0.494630212096655,3.86461211464327,0.0100372699427105,0.920196520425976,1
"IQSEC3P1",0.447617899535887,-4.16350017299929,6.9452217121254,0.348360594135158,0.555042628215819,1
"IRAK1BP1",283.680976880524,-0.00100769786839258,0.385585487218344,6.8263883150621e-06,0.997915340822459,1
"IRAK3",3.46849341485291,-2.68370138987065,2.97733939215505,1.0778924582379,0.299169506295054,1
"IRF2BP1",661.038300046967,-0.000273624418693487,0.366098488677357,5.57161058623024e-07,0.999404433311511,1
"IRF4",2.49999292552324,-4.9498833676984,4.00060186109139,1.7514049033862,0.185700213887177,1
"IRF5",1.22098526871978,-1.75976912568566,4.57343004365521,0.0936188676214798,0.759625961262895,1
"IRF5P1",0.302468861139372,3.23792521696707,6.95528404307471,0.245511146768974,0.620253704672738,1
"IRF7",5.4897283569814,6.96974307610228,2.42888624462368,8.28691274320556,0.00399318201027046,1
"IRGC",0.188334319893814,1.21596518246691,7.06687765793473,0.0683178791666732,0.793801876072498,1
"IRGM",0.501065258309983,2.70421323445588,6.45343460863558,0.280564804690631,0.596331262529878,1
"IRS3P",4.81476846533708,-0.371804792857005,2.25221518980169,0.0271685575716916,0.869078677025388,1
"ISCA1P6",0.375757609209505,2.21343273613035,6.99318227160099,0.147176706209505,0.701248132367526,1
"ISCA2P1",0.799442811904853,3.67361474503612,6.38325563638497,0.459882311389499,0.497678980233053,1
"ISLR",0.334221008647671,3.63479820040873,6.99413331247257,0.525941382904858,0.468318202309537,1
"ISLR2",2.76699100833604,0.236791451024754,3.38787567877067,0.00292793091577082,0.956847239312112,1
"ISX",1.14688680821016,3.39517700499388,4.24781603545576,0.85305439730999,0.355689697222642,1
"ITGA10",4.04867119305925,2.48026157139238,2.8113625524576,0.772855845144122,0.379335021187769,1
"ITGAL",5.36187068221364,-0.364357383595665,2.05553300804053,0.0314162878513642,0.859314847262445,1
"ITGAM",1.35574528265757,2.6896840172713,4.74641855057808,0.488667325103094,0.484522383170365,1
"ITGAX",2.42584988496123,-6.26753352784804,3.39573010431208,3.54349301497901,0.0597794464305716,1
"ITGB3",4.5421182999614,-2.7620145786232,2.61067720914281,1.38189175940126,0.239779174585317,1
"ITGB6",0.226851645854529,2.82254916436797,6.96753945468158,0.203592875057971,0.651836277674916,1
"ITGB7",0.321862618529305,-1.87503055487812,6.96582533186965,0.0462078155421004,0.82979847960691,1
"ITIH1",0.483359126375789,-1.33009962916108,6.88017597656498,0.0231154962875451,0.879157112614834,1
"ITIH2",2.17824193772885,-4.16949290759163,3.42575707347016,1.74096390459459,0.187016739996791,1
"ITIH3",2.41270306038439,2.63721420684412,3.45008717760134,0.814442073861002,0.366810200660861,1
"ITIH4",2.41756046938873,2.78013242959962,3.24952818093195,0.979131616979636,0.322413290008485,1
"ITIH6",2.61116063173916,-1.71857665969954,2.90188096564966,0.34708040190857,0.555770514929895,1
"ITLN1",0.374846578631383,2.21025016601751,6.99334656890162,0.146902356757259,0.701513328955295,1
"ITLN2",0.938027477156579,3.53328962847158,6.76303569532896,0.29172052490868,0.58912008129685,1
"ITM2A",4.73991660769406,-2.19057392415536,2.85064525570885,0.837727160538925,0.36004761409847,1
"ITM2BP1",0.0718129472132664,-1.62903736391168,7.06181899735966,0.0931199228914492,0.760247668236692,1
"ITPK1P1",1.75700557564853,0.672921650363015,3.93939147305846,0.01809817508218,0.892983918654595,1
"IYD",0.075617215284843,1.23199169963035,7.06493714181433,0.0693261276788197,0.792320475380594,1
"IZUMO1R",1.014614943846,4.97369032326126,6.74255096165337,0.870193006870585,0.350901881728327,1
"JAKMIP1",3.2749447779042,1.51820180705765,2.82221579023106,0.486609932968221,0.485443445555426,1
"JAKMIP3",4.85768311708388,3.00506324150712,2.73202654989868,1.49531863384718,0.221393073935573,1
"JAML",2.0034023444214,0.274035174634336,4.5474351802144,0.00231463222654682,0.961628078581012,1
"JCADP1",0.0718129472132664,-1.62903736391168,7.06181899735966,0.0931199228914492,0.760247668236692,1
"JCHAIN",0.17710632693911,-2.81014710581661,6.9866887251432,0.20177180325285,0.653294482497675,1
"JMJD7",4.2573777822632,-0.283969189937193,2.98569466075453,0.00502454665257446,0.943490048317688,1
"JPH2",0.760520861424481,4.11712861054326,5.55834307033868,0.710035736541361,0.399431948485666,1
"JPH4",1.26629133397788,0.492565350347725,4.68168545270787,-0.0306112965843113,1,1
"JTBP1",0.291056056924642,-1.65457966475488,6.97143010015968,0.0353049927197695,0.850957999230281,1
"KANK4",1.72170098305927,-3.72125849530202,3.6849036783306,1.27450688882138,0.258922890287513,1
